file_name,total_amount
company/11349/costs/1567421225.pdf,409.51
company/60438/costs/1579730818.jpeg,64.51
company/210873/costs/1559635056.pdf,1431.64
company/61124/costs/1583303292.pdf,-70.88
company/10880/costs/1508867227.jpeg,18.0
company/51126/costs/1497956993.pdf,954.69
company/84745/costs/1594631455.pdf,37.99
company/101103/costs/1602424208.jpeg,9.48
company/21769/costs/1504691997.jpg,90.0
company/206975/costs/1574047558.pdf,12.1
company/87030/costs/1585492270.jpeg,10.08
company/10688/costs/1565773953.jpeg,65.19
company/23321/costs/1603302638.jpeg,23.9
company/14555/costs/1595921004.pdf,36.49
company/3024/costs/1476698035.jpeg,4.19
company/5098/costs/1437996767.jpeg,9.55
company/124980/costs/1528700133.pdf,139.1
company/74448/costs/1603184111.jpg,5.75
company/79176/costs/1549617325.jpeg,13.95
company/78971/costs/1497170616.PDF,1007.03
company/16748/costs/1600769879.jpeg,41.34
company/105637/costs/1508412779.jpeg,72.83
company/200386/costs/1593263396.pdf,31.0
company/294842/costs/1607861493.pdf,308.11
company/126812/costs/1576789157.jpg,54.29
company/123952/costs/1530864525.pdf,38.32
company/57823/costs/1490393013.jpeg,57.45
company/77117/costs/1618162633.jpg,109.28
company/51126/costs/1485266704.jpeg,23.0
company/107238/costs/1556537180.pdf,238.12
company/175699/costs/1559063744.jpeg,45.08
company/77117/costs/1528724626.jpeg,27.3
company/5217/costs/1443690434.jpeg,62.0
company/294842/costs/1597145332.pdf,29.0
company/74231/costs/1530632360.pdf,100.56
company/11140/costs/1501525805.pdf,11.55
company/11882/costs/1612797948.pdf,10.95
company/59566/costs/1502182779.pdf,79.45
company/6468/costs/1500401728.jpeg,78.6
company/222206/costs/1586781363.pdf,3307.05
company/11170/costs/1612105430.pdf,18.15
company/18134/costs/1488400384.jpeg,63.1
company/6504/costs/1501076665.jpeg,79.61
company/142174/costs/1564459861.jpeg,368.5
company/79124/costs/1542091474.jpg,21.57
company/18812/costs/1574251874.jpg,30.05
company/79124/costs/1495902383.jpg,6.18
company/78498/costs/1595672290.pdf,4.2
company/79862/costs/1527866150.jpeg,2.0
company/18812/costs/1526491413.jpg,14.45
company/13247/costs/1621872452.jpeg,3.9
company/185949/costs/1554035375.jpeg,40.92
company/199097/costs/1580138888.jpg,49.96
company/86475/costs/1492967551.jpg,13.25
company/129959/costs/1593939695.jpeg,50.0
company/64758/costs/1611430001.jpeg,4.1
company/78498/costs/1497988235.jpeg,78.69
company/17413/costs/1519246767.pdf,29.45
company/113382/costs/1516486155.jpeg,5.4
company/6762/costs/1500471614.pdf,22.49
company/122947/costs/1543615367.jpeg,3.0
company/96807/costs/1499855637.jpeg,29.2
company/89195/costs/1517432574.jpg,16.8
company/10880/costs/1507034570.jpeg,5.24
company/57823/costs/1496834424.jpeg,42.35
company/79862/costs/1602412989.pdf,199.65
company/103703/costs/1540904379.pdf,3.0
company/23727/costs/1505144471.jpeg,91.0
company/102493/costs/1566989987.pdf,30.0
company/14381/costs/1600391453.pdf,130.68
company/30802/costs/1595764791.jpg,42.69
company/10363/costs/1493151630.pdf,12.1
company/230352/costs/1557152342.pdf,160.0
company/117279/costs/1519286998.jpeg,13.17
company/56070/costs/1564121131.jpg,89.68
company/51126/costs/1527756622.jpeg,104.0
company/11882/costs/1553787421.pdf,47.77
company/287939/costs/1593862483.jpeg,334.09
company/74880/costs/1494589935.jpeg,105.86
company/222206/costs/1617873950.jpeg,145.2
company/86417/costs/1493071311.jpg,9.25
company/231125/costs/1600244542.jpeg,10.0
company/101972/costs/1521150286.jpeg,65.0
company/25916/costs/1486119325.jpeg,1.75
company/16748/costs/1524152709.jpeg,8.28
company/36582/costs/1465201315.jpeg,6.0
company/104996/costs/1552416926.jpg,73.0
company/79176/costs/1517397644.jpeg,11.72
company/66331/costs/1579010559.pdf,254.1
company/160127/costs/1546607256.jpeg,150.0
company/78971/costs/1539423824.jpeg,272.0
company/14555/costs/1572336578.jpeg,85.41
company/79124/costs/1530678501.jpg,1707.13
company/98475/costs/1568982218.jpg,37.97
company/12325/costs/1483889189.jpeg,24.0
company/5217/costs/1577084639.jpeg,11.0
company/11882/costs/1615279144.pdf,38.67
company/165699/costs/1561472458.jpeg,11.46
company/36478/costs/1469477558.pdf,36.7
company/912/costs/1582570229.jpeg,50.0
company/99929/costs/1540475600.jpg,30.0
company/71878/costs/1493110032.jpeg,10.0
company/11591/costs/1431461923.jpeg,49.19
company/110911/costs/1568818643.jpg,1.59
company/287939/costs/1587409211.pdf,148.9
company/92884/costs/1548031022.jpeg,11.87
company/1220/costs/1602156364.pdf,62.17
company/1770/costs/1621946069.jpg,2.29
company/11140/costs/1485804015.png,130.0
company/222206/costs/1586772858.pdf,4494.62
company/210048/costs/1619265412.jpeg,35.95
company/5690/costs/1525022490.jpeg,21.15
company/27439/costs/1517223994.pdf,54.0
company/56070/costs/1602674900.jpeg,-257.45
company/168579/costs/1606752060.jpg,27.74
company/96807/costs/1500750883.jpg,32.25
company/1261/costs/1562078354.jpeg,15.8
company/30802/costs/1611390436.pdf,119.79
company/110910/costs/1533025873.jpg,123.0
company/15274/costs/1601541826.jpeg,162.14
company/13437/costs/1436263312.jpeg,20.0
company/4032/costs/1460775445.jpeg,22.19
company/933/costs/1540643114.jpeg,114.0
company/13350/costs/1627047999.jpg,28.01
company/57823/costs/1515272082.jpeg,5.58
company/59566/costs/1500634916.pdf,108.3
company/46168/costs/1548944186.jpg,4.26
company/22120/costs/1563028912.jpeg,8.85
company/2228/costs/1476865309.pdf,5.01
company/52/costs/1523088407.jpg,28.26
company/18812/costs/1485165052.pdf,15.71
company/170475/costs/1532870347.pdf,716.3
company/202881/costs/1573663793.jpeg,26.47
company/2228/costs/1579182147.jpg,2.7
company/10363/costs/1443729239.jpeg,68.1
company/27902/costs/1599988784.jpeg,6.0
company/199097/costs/1547581053.jpg,4.83
company/6939/costs/1508424967.pdf,100.4
company/230352/costs/1603207770.PDF,276.61
company/46168/costs/1491286722.jpg,5.76
company/50010/costs/1548408726.JPG,57.0
company/29646/costs/1572562749.jpg,43.05
company/1736/costs/1625840059.pdf,11.0
company/25997/costs/1463128294.jpeg,8.95
company/23649/costs/1516095483.jpeg,44.69
company/2228/costs/1508842405.pdf,5.1
company/174240/costs/1536581224.jpeg,93.07
company/10688/costs/1511961938.jpeg,39.5
company/1220/costs/1519728816.png,10.0
company/65323/costs/1532523154.jpeg,15.52
company/1220/costs/1525074590.jpeg,100.0
company/68925/costs/1519586171.jpeg,27.3
company/17413/costs/1565729318.pdf,27.7
company/59566/costs/1488886305.pdf,27476.13
company/74880/costs/1627812389.jpeg,1315.0
company/32632/costs/1505915558.jpeg,90.75
company/211142/costs/1564423164.jpg,11.67
company/207481/costs/1559820394.jpeg,47.0
company/41564/costs/1546679788.jpeg,11.9
company/310710/costs/1584778250.jpeg,10.5
company/202881/costs/1566298522.jpg,3.99
company/18134/costs/1499195202.pdf,49.97
company/61692/costs/1492268344.jpg,137.34
company/87030/costs/1588342754.jpeg,120.0
company/104996/costs/1533519065.jpg,6.4
company/30336/costs/1508450662.jpg,19.1
company/38408/costs/1499937563.jpeg,28.95
company/16748/costs/1600771190.jpeg,53.0
company/1220/costs/1570889519.jpeg,37.83
company/23727/costs/1548160497.pdf,283.98
company/16430/costs/1531214558.pdf,15.35
company/203481/costs/1590414398.jpeg,6.37
company/42964/costs/1612695054.PDF,913.0
company/14577/costs/1520539374.jpeg,48.32
company/5217/costs/1431611002.jpeg,57.0
company/14381/costs/1527836095.jpeg,7.94
company/85939/costs/1584445513.jpg,29.76
company/13350/costs/1592902851.jpg,74.5
company/124413/costs/1621714080.docx,35.98
company/2228/costs/1453477966.png,15.0
company/252785/costs/1591046512.pdf,9.36
company/210873/costs/1614853626.pdf,52.27
company/11882/costs/1597658651.pdf,79.0
company/27439/costs/1515947249.jpg,28.74
company/23649/costs/1491466864.pdf,9.08
company/912/costs/1583743343.pdf,1028.5
company/86964/costs/1558074600.jpeg,8.75
company/42356/costs/1486223630.jpeg,23.47
company/336164/costs/1607945622.jpg,370.03
company/15274/costs/1572531467.jpeg,13.5
company/204574/costs/1555360108.pdf,63.53
company/87507/costs/1609115546.pdf,446.27
company/25916/costs/1486138575.jpeg,68.04
company/66331/costs/1611832336.pdf,45.45
company/141637/costs/1604568929.pdf,59.9
company/29342/costs/1476884364.jpg,2.99
company/95481/costs/1505476408.jpeg,334.5
company/3024/costs/1493566890.jpeg,25.01
company/110910/costs/1612125019.jpg,26.94
company/85939/costs/1596443405.jpg,25.74
company/16748/costs/1544785293.jpeg,25.99
company/42964/costs/1570016805.jpg,2.56
company/86964/costs/1533717730.jpeg,5.45
company/11349/costs/1551113406.pdf,-119.78
company/110480/costs/1543559826.jpeg,22.94
company/15274/costs/1500490538.jpeg,23.98
company/117332/costs/1525170388.jpeg,6.9
company/142174/costs/1545367585.PDF,247.08
company/291984/costs/1616656253.jpeg,346.68
company/305274/costs/1614529596.pdf,47.99
company/79124/costs/1572762582.jpg,102.87
company/63860/costs/1499072609.pdf,32.99
company/63544/costs/1611520483.jpeg,15.9
company/79862/costs/1624019900.pdf,571.98
company/23321/costs/1492527549.jpeg,103.43
company/79124/costs/1541176941.jpg,237.19
company/23321/costs/1452119817.jpeg,51.05
company/36582/costs/1588357895.png,49.95
company/10417/costs/1609863582.pdf,39.9
company/13247/costs/1531754042.jpeg,35.75
company/206975/costs/1603958169.PDF,140.36
company/2228/costs/1571580715.png,129.0
company/241522/costs/1599640845.jpeg,5.8
company/78971/costs/1554704368.jpeg,9.49
company/75546/costs/1498147567.jpeg,7.94
company/15274/costs/1592482846.jpeg,31.9
company/10812/costs/1461858071.jpeg,9.99
company/105637/costs/1579697506.pdf,67.92
company/75483/costs/1524732454.jpg,4.2
company/86475/costs/1534532493.jpg,26.78
company/14555/costs/1532809920.JPG,149.42
company/12325/costs/1567511794.PDF,6.29
company/852/costs/1562591587.jpg,19.0
company/148390/costs/1602157313.jpeg,7.0
company/7415/costs/1428591215.jpeg,19.3
company/27274/costs/1547055138.jpeg,56.62
company/53636/costs/1619773121.pdf,86.4
company/59566/costs/1485782868.pdf,750.2
company/38408/costs/1548694229.jpeg,49.99
company/25916/costs/1491378635.jpeg,2.99
company/22120/costs/1540310456.jpeg,123.86
company/11349/costs/1513194884.pdf,12.32
company/13437/costs/1452097939.jpeg,31.5
company/10363/costs/1572187432.jpeg,500.0
company/92884/costs/1572238024.jpeg,133.1
company/17074/costs/1535887998.jpeg,79.0
company/17413/costs/1489877154.jpeg,69.51
company/67380/costs/1555226196.jpeg,27.7
company/211142/costs/1616241046.pdf,26.44
company/5690/costs/1533194249.pdf,47.55
company/185949/costs/1577464220.jpeg,18.64
company/80561/costs/1515677058.jpg,251.05
company/184963/costs/1610979536.jpeg,29.95
company/11140/costs/1430168442.jpeg,4.1
company/6111/costs/1440500666.jpeg,6.5
company/17413/costs/1464117827.pdf,27.16
company/9/costs/1626376006.jpeg,125.0
company/90530/costs/1572467834.jpeg,16.0
company/23727/costs/1487596907.pdf,23.2
company/74880/costs/1609253911.jpeg,910.95
company/27579/costs/1542992323.jpeg,2.35
company/58513/costs/1543754262.pdf,220.67
company/65498/costs/1509286936.jpeg,52.6
company/160127/costs/1530273001.jpeg,60.0
company/22120/costs/1541530598.pdf,88.49
company/141637/costs/1559715798.jpeg,165.0
company/22361/costs/1500722549.jpeg,7.44
company/25997/costs/1516583122.pdf,12.1
company/107063/costs/1537358323.jpg,4.97
company/11349/costs/1584389205.pdf,39325.0
company/147813/costs/1599127430.jpeg,28.99
company/5357/costs/1567584448.jpeg,11.85
company/87507/costs/1609115521.pdf,281.57
company/5217/costs/1498198090.jpeg,200.0
company/96807/costs/1517671979.jpg,32.75
company/50010/costs/1556467481.pdf,210.04
company/912/costs/1571751116.jpeg,2.7
company/33443/costs/1611659775.pdf,31.1
company/51126/costs/1480086869.PDF,25.41
company/335/costs/1493401535.jpeg,7.5
company/241726/costs/1609083656.jpg,88.9
company/3024/costs/1532982394.jpeg,10.01
company/33443/costs/1491126989.jpeg,6.5
company/16430/costs/1578046841.jpeg,3.19
company/15274/costs/1556373195.jpeg,9.99
company/124980/costs/1566219792.pdf,48.4
company/103703/costs/1603465035.jpeg,52.75
company/126533/costs/1556534286.pdf,26.75
company/25526/costs/1464255412.pdf,-60.5
company/129959/costs/1538404434.jpeg,33.0
company/107238/costs/1573463550.jpeg,4.54
company/912/costs/1454767130.jpeg,2.8
company/79862/costs/1621237246.pdf,15.14
company/23649/costs/1534942408.jpeg,115.0
company/15274/costs/1515149351.jpeg,0.61
company/21860/costs/1491382885.jpeg,67.11
company/25526/costs/1540314240.pdf,205.25
company/18812/costs/1618153837.jpg,88.45
company/16430/costs/1553114873.pdf,177.98
company/46168/costs/1576829150.jpg,6.15
company/13092/costs/1456501908.pdf,247.54
company/77117/costs/1538213796.jpeg,13.95
company/5217/costs/1520350428.jpeg,17.5
company/136148/costs/1559812568.jpeg,17.92
company/33443/costs/1491129963.pdf,9.62
company/185949/costs/1577617808.jpeg,12.99
company/10430/costs/1428349024.jpeg,8.0
company/14577/costs/1465556181.pdf,11.9
company/231125/costs/1556711173.jpeg,3.48
company/7415/costs/1522427197.jpeg,59.99
company/51126/costs/1482489096.pdf,60.15
company/16430/costs/1515439332.PDF,487.5
company/345236/costs/1595508312.jpg,27.27
company/18134/costs/1492616279.jpeg,8.15
company/167275/costs/1613042956.png,7.08
company/92884/costs/1595464237.jpeg,82.9
company/165699/costs/1624521647.pdf,12.1
company/27603/costs/1527778902.jpeg,21.67
company/117279/costs/1524399877.jpeg,326.0
company/191444/costs/1626173229.pdf,788.0
company/15855/costs/1506625043.jpeg,90.75
company/126533/costs/1595617519.pdf,11.18
company/18134/costs/1512145273.jpeg,20.0
company/204574/costs/1570987063.pdf,-605.0
company/74448/costs/1619607624.jpg,64.23
company/33443/costs/1611660121.pdf,8.23
company/25526/costs/1562141767.pdf,49.31
company/42356/costs/1507291551.jpeg,161.62
company/241726/costs/1608997253.jpg,40.0
company/25916/costs/1495187497.jpeg,8.75
company/68925/costs/1522227285.pdf,968.0
company/96807/costs/1499950909.jpeg,19.9
company/11170/costs/1484510828.png,4.46
company/25526/costs/1603181795.pdf,1081.61
company/1134/costs/1515241263.jpeg,1.8
company/53636/costs/1569959655.jpg,181.5
company/11170/costs/1603874831.pdf,49.99
company/79756/costs/1540888842.jpeg,4.9
company/294842/costs/1617180551.pdf,157.3
company/25526/costs/1531985560.jpeg,3.18
company/10417/costs/1486753220.jpeg,25.95
company/63945/costs/1554326491.jpg,0.79
company/63945/costs/1493792558.jpg,35.0
company/32606/costs/1555419208.pdf,55.48
company/3024/costs/1548083436.jpeg,244.25
company/5690/costs/1533197609.png,20.95
company/1261/costs/1548769867.jpeg,5.95
company/49595/costs/1472031855.jpeg,4.38
company/12028/costs/1515053227.pdf,70.21
company/25526/costs/1540457130.jpeg,43.35
company/18318/costs/1536331650.jpeg,19.95
company/29646/costs/1525030526.jpeg,5.2
company/30532/costs/1506451809.pdf,250.0
company/12325/costs/1450172186.jpeg,69.64
company/171139/costs/1619200344.pdf,81.8
company/36582/costs/1461498665.jpeg,135.2
company/110911/costs/1518787047.jpeg,5.6
company/101103/costs/1527576470.jpeg,858.6
company/14381/costs/1527837207.jpeg,5.2
company/1220/costs/1535367964.jpeg,54.88
company/25526/costs/1453458408.pdf,734.47
company/64758/costs/1522358074.png,11.32
company/210048/costs/1627228881.jpeg,679.0
company/1347/costs/1469612523.jpg,15.99
company/45613/costs/1477731482.jpg,448.99
company/107063/costs/1581690364.pdf,93.46
company/18305/costs/1547751052.pdf,295.9
company/6939/costs/1513772545.pdf,38.31
company/16748/costs/1563361430.jpeg,13.47
company/122710/costs/1619689053.jpeg,33.21
company/96807/costs/1522242762.jpg,2.9
company/117279/costs/1604146423.jpeg,82.85
company/18812/costs/1497858991.jpg,531.19
company/18342/costs/1619705247.jpeg,26.65
company/11170/costs/1501501745.pdf,453.75
company/128840/costs/1540823338.pdf,55.56
company/41564/costs/1556209284.jpeg,30.5
company/294842/costs/1601747061.pdf,151.84
company/6939/costs/1516374192.pdf,78.0
company/128840/costs/1569941298.pdf,2547.5
company/2228/costs/1453472326.pdf,17.99
company/5217/costs/1497252868.jpeg,4.2
company/51126/costs/1507554601.pdf,695.69
company/267944/costs/1585840137.jpg,44.06
company/18318/costs/1538734672.jpeg,36.0
company/85939/costs/1521723450.jpg,31.21
company/58513/costs/1603227901.pdf,39.16
company/25526/costs/1467211185.jpg,4.6
company/167275/costs/1611761020.png,76.33
company/18134/costs/1521540903.jpeg,14.71
company/72928/costs/1604070241.pdf,28.52
company/2228/costs/1540384497.pdf,6.25
company/79756/costs/1532583156.jpeg,250.0
company/81377/costs/1531319367.jpeg,67.6
company/133579/costs/1532688729.pdf,134.87
company/6111/costs/1466416300.jpeg,10.99
company/135433/costs/1550847052.jpg,5.36
company/124980/costs/1577697916.pdf,2695.46
company/29342/costs/1543242688.jpg,39.1
company/12028/costs/1627683510.png,20.87
company/6111/costs/1562248843.pdf,72.99
company/5357/costs/1543773844.jpeg,44.85
company/46168/costs/1565880094.jpg,0.85
company/208165/costs/1621679350.jpeg,242.72
company/22120/costs/1533738340.jpeg,0.5
company/200386/costs/1593345833.jpeg,21.29
company/49369/costs/1490383303.jpeg,20.6
company/107063/costs/1556800935.pdf,25.98
company/18134/costs/1575236428.pdf,33.03
company/79124/costs/1506279313.jpg,231.48
company/23321/costs/1587630746.jpeg,84.99
company/1220/costs/1500363108.pdf,2.58
company/110911/costs/1555624768.jpeg,5.25
company/200300/costs/1597886697.pdf,12.1
company/79756/costs/1575300382.jpeg,36.45
company/210048/costs/1572258850.jpeg,19.0
company/167275/costs/1612868608.jpeg,43.0
company/29646/costs/1532941939.jpeg,2.25
company/18045/costs/1446042018.pdf,5.5
company/27348/costs/1600832436.pdf,12.1
company/933/costs/1604049497.jpeg,66.26
company/75483/costs/1540029118.jpg,6.95
company/23321/costs/1452116959.jpeg,8.97
company/89195/costs/1617619343.jpg,435.0
company/87030/costs/1502207883.jpeg,61.36
company/32632/costs/1501165536.jpeg,8.8
company/58513/costs/1560375118.jpeg,1.55
company/5217/costs/1477021815.jpeg,201.0
company/9/costs/1522240575.jpeg,62.0
company/202881/costs/1602492454.jpeg,14.85
company/42356/costs/1511473214.docx,429.55
company/16748/costs/1618162275.jpeg,84.0
company/33435/costs/1578292729.pdf,12.1
company/2228/costs/1584620087.jpg,2.55
company/208165/costs/1599136487.jpeg,114.75
company/10363/costs/1477469201.jpeg,22.0
company/61692/costs/1619076558.jpeg,8.0
company/305274/costs/1587985050.pdf,9.99
company/110911/costs/1555615508.jpeg,4.9
company/4276/costs/1467570274.jpeg,165.0
company/18045/costs/1565626409.pdf,490.5
company/1070/costs/1536693548.pdf,29.04
company/126533/costs/1595591788.png,45.0
company/79176/costs/1544534087.jpeg,6.21
company/140738/costs/1552119693.jpg,9.5
company/29342/costs/1550223811.jpg,55.0
company/25526/costs/1472026836.jpeg,7.65
company/27902/costs/1589702580.jpeg,49.99
company/323007/costs/1595437917.jpg,19.18
company/5217/costs/1443320801.jpeg,164.0
company/191444/costs/1621678360.jpg,30.72
company/4276/costs/1463470029.jpeg,8.0
company/29646/costs/1548775978.pdf,1207.58
company/160127/costs/1561489043.jpeg,21.0
company/79756/costs/1511363218.jpeg,17.0
company/72928/costs/1546847432.pdf,1200.0
company/79124/costs/1591023976.jpeg,2.63
company/107385/costs/1557758759.jpeg,5.01
